z_re,z_im,w_re,w_im
4.835494541332621132e-01,-1.812307767639279810e+00,-6.631810212893708423e-01,0.000000000000000000e+00
1.217187168341472336e+00,-1.692997683459799507e+00,-9.733444830885985555e-01,0.000000000000000000e+00
-1.327918226782728084e+00,5.010121399573024270e-01,-2.552768602896649530e-01,0.000000000000000000e+00
-1.635201712407337027e+00,-1.223744841057801569e+00,9.165391272299974190e-01,0.000000000000000000e+00
5.859161594805755158e-01,1.366211843143599225e+00,7.107055587033404009e-01,0.000000000000000000e+00
-8.382798023912085839e-02,2.829085287104899926e-01,9.335025074241560805e-01,0.000000000000000000e+00
1.521703678731451959e-01,-1.048283654943342302e+00,3.619345501327062009e-01,0.000000000000000000e+00
7.758333859911212826e-01,1.623416477900723187e-01,8.176427220497798354e-01,0.000000000000000000e+00
1.388447449336378092e+00,-4.272178349129971409e-01,-2.424291934417595329e-01,0.000000000000000000e+00
5.480490110744726806e-01,-7.228077539713977373e-01,2.954624672551450781e-01,0.000000000000000000e+00
1.324045495936678307e+00,1.725802726901448647e+00,9.203752743320600116e-01,0.000000000000000000e+00
1.894984611632247518e+00,-1.149671702933539930e+00,-9.953053509821090383e-01,0.000000000000000000e+00
1.955803387037638341e+00,-6.707045128637205700e-01,-8.702509750272391376e-01,0.000000000000000000e+00
-4.292279528357596519e-01,-1.269966731791583037e+00,6.669125170760078491e-01,0.000000000000000000e+00
-1.032885065553029058e+00,1.869468002304146115e+00,-9.715184464748434223e-01,0.000000000000000000e+00
1.451059667597176972e+00,-1.835257938316821047e-01,-6.374588319883206511e-02,0.000000000000000000e+00
-6.785269305892143166e-01,-9.307806493401216130e-02,8.334641385694979698e-01,0.000000000000000000e+00
1.224968488592606430e+00,7.768775043252351686e-01,9.012758171284177555e-01,0.000000000000000000e+00
-1.193375975165530178e+00,1.821465891697047645e+00,-9.919778678037852737e-01,0.000000000000000000e+00
-1.300430683263469334e+00,1.754394947903792357e-02,2.501369451349574891e-01,0.000000000000000000e+00
-2.645553172669461439e-01,6.101377841489314946e-01,6.412323859870137088e-01,0.000000000000000000e+00
-4.328459064313996407e-01,1.943073716015498054e+00,-7.209160951215451973e-01,0.000000000000000000e+00
-1.673704991844593426e+00,9.636155201259435366e-01,-8.755263858712108993e-01,0.000000000000000000e+00
1.834263706371945357e+00,1.866503301217582678e+00,9.994803492744783746e-01,0.000000000000000000e+00
-7.032975403922230306e-01,-1.329542441570997546e+00,8.102341030018740398e-01,0.000000000000000000e+00
-1.537092036274315010e+00,-1.358397194574134659e-01,1.687329146742391206e-01,0.000000000000000000e+00
-1.012263190733771356e+00,-1.937987505201145044e+00,6.012559819892918656e-01,0.000000000000000000e+00
-1.707544131752403160e+00,1.184153938492818803e+00,-9.689384968249182828e-01,0.000000000000000000e+00
2.441734679195124436e-01,2.314795056081964120e-02,9.756731379344568689e-01,0.000000000000000000e+00
1.175730099617538382e+00,-1.974450262268463874e+00,-9.999631258597289074e-01,0.000000000000000000e+00
6.802711440430764256e-01,1.818666667457234709e+00,4.190518469864024653e-01,0.000000000000000000e+00
-4.028589193054519235e-01,-2.108843683892995813e-01,9.816294095118596186e-01,0.000000000000000000e+00
1.139012548091902666e+00,5.534379543052194705e-01,8.333946579420378198e-01,0.000000000000000000e+00
-3.200378995428487805e-01,1.925774883451468966e+00,-6.249101641123634421e-01,0.000000000000000000e+00
-1.972300609942711613e+00,2.497328022980793705e-01,-6.061707660830965017e-01,0.000000000000000000e+00
-3.699044190374691787e-01,1.556605542864813785e+00,-3.482594141221780348e-01,0.000000000000000000e+00
-1.536665565438815939e+00,1.702837450984025836e+00,-9.952106083605423148e-01,0.000000000000000000e+00
-1.409905213669858437e+00,-3.007182433576058855e-01,4.453895993197488079e-01,0.000000000000000000e+00
-1.432751088013457519e+00,1.805236214951175810e-01,-4.246560910852568982e-02,0.000000000000000000e+00
-8.030070154556137041e-01,-7.224498496710984874e-01,9.967570258513408499e-01,0.000000000000000000e+00
-6.793825500506192050e-01,-1.376660883293192139e+00,7.665926982127414524e-01,0.000000000000000000e+00
3.225307175246192593e-01,1.123212142554522064e+00,6.962177232348880640e-01,0.000000000000000000e+00
1.736261358842888125e+00,1.612541061557658306e+00,9.923564013498529235e-01,0.000000000000000000e+00
3.508256528228970161e-01,1.352900239801717142e+00,5.385554396660907628e-01,0.000000000000000000e+00
1.374039228802951040e+00,1.845422056686598200e+00,8.909411721772969583e-01,0.000000000000000000e+00
1.914266407347901655e+00,5.046237208663395535e-01,1.604570055369749226e-01,0.000000000000000000e+00
1.073628395305536998e-01,6.232718647256456634e-01,8.698446361994145448e-01,0.000000000000000000e+00
-1.590446387605168876e+00,1.183748378421982661e+00,-9.332651521698318575e-01,0.000000000000000000e+00
-1.804386416701799778e+00,1.354280152379567781e-01,-3.606998103682345636e-01,0.000000000000000000e+00
1.372017570578116352e+00,-1.923819064556888225e+00,-9.881279626113873560e-01,0.000000000000000000e+00
5.323998869711821236e-01,1.660201657111593843e+00,4.286468813536233879e-01,0.000000000000000000e+00
-2.473491584144493771e-02,4.589952889691004678e-01,8.852662248656313349e-01,0.000000000000000000e+00
9.192378546060608890e-01,1.209708250117853545e-01,6.979488194310171645e-01,0.000000000000000000e+00
-1.987399388938645650e+00,5.758607779415916283e-01,-8.373753237557735041e-01,0.000000000000000000e+00
1.416802410866295325e+00,-1.638036411704558049e+00,-9.962392459804010336e-01,0.000000000000000000e+00
8.832919536152954443e-01,-7.488790211213833814e-01,-6.133612370930370539e-02,0.000000000000000000e+00
1.593524732447670900e-01,-1.305584851654388867e+00,1.056614010527470171e-01,0.000000000000000000e+00
7.262439704005196894e-01,-1.738235683245883401e-01,6.215570619521550988e-01,0.000000000000000000e+00
3.741459833461759921e-01,9.602129730793902418e-01,8.331224203503582171e-01,0.000000000000000000e+00
-2.166309032980708871e-01,-1.851180479077078278e+00,-6.371007049350728424e-02,0.000000000000000000e+00
-4.780859621241528856e-03,5.646737644547519253e-01,8.421951522695187986e-01,0.000000000000000000e+00
-1.974273991631260383e+00,-1.652652822174027758e+00,9.487242052200467457e-01,0.000000000000000000e+00
6.210158142808706039e-01,1.794927665039213860e+00,3.865468694112969561e-01,0.000000000000000000e+00
1.932418271637317275e+00,-7.457718893914799807e-01,-8.945367835336638374e-01,0.000000000000000000e+00
-2.592522275934276976e-01,2.881626403801393899e-01,8.538728873800994768e-01,0.000000000000000000e+00
-1.492669553263055615e+00,-1.333875204323969221e+00,9.874186479799410554e-01,0.000000000000000000e+00
5.478062835294030819e-01,-9.838410771389174414e-01,3.913896667087302800e-02,0.000000000000000000e+00
-2.284448084871679718e-01,2.416879438483432452e-02,9.682624974686327990e-01,0.000000000000000000e+00
-1.339326180277065514e+00,7.380203420701807460e-01,-4.851635500381411004e-01,0.000000000000000000e+00
-1.200334170290027203e-01,-1.799266190470232729e+00,-1.082240638926076221e-01,0.000000000000000000e+00
-1.417566874342709671e+00,6.199645412703489455e-01,-4.499729854757004155e-01,0.000000000000000000e+00
1.277507759511093521e+00,-1.822319854438310571e+00,-9.991279675015121153e-01,0.000000000000000000e+00
-6.616429888491293099e-02,1.816208429492120136e+00,-3.065595169262750330e-01,0.000000000000000000e+00
1.010988843960462624e+00,-3.677098212800062882e-01,1.909183904893345940e-01,0.000000000000000000e+00
-1.523391390317939909e+00,-1.525316430495924358e+00,9.999981471107287634e-01,0.000000000000000000e+00
-1.663578773840507452e+00,-4.501309330437104350e-01,3.497914543145913546e-01,0.000000000000000000e+00
1.397903499399241412e+00,1.830817521307343210e+00,9.077471214936033705e-01,0.000000000000000000e+00
-2.599989694058577605e-01,3.174028051733084332e-01,8.378837146528000934e-01,0.000000000000000000e+00
1.101962468863825872e+00,5.455695577821986220e-01,8.491656308561073008e-01,0.000000000000000000e+00
-1.604572818684325775e+00,-5.509769088186740049e-01,4.944486619446233355e-01,0.000000000000000000e+00
-1.052857009409360778e+00,-1.761778461171461085e+00,7.590644689309797855e-01,0.000000000000000000e+00
1.641900359028109158e+00,-1.080740884098002397e+00,-9.135160115894873645e-01,0.000000000000000000e+00
-1.534905817951889961e+00,-9.375330931453063066e-01,8.268162358977217963e-01,0.000000000000000000e+00
1.505622346003088197e-01,-1.696782691889776373e+00,-2.730370221215200344e-01,0.000000000000000000e+00
-8.893111215317288654e-01,3.672845147411685218e-01,3.090563917810214556e-01,0.000000000000000000e+00
-7.962391270900566198e-01,-3.698577329016274895e-01,9.104682863588651198e-01,0.000000000000000000e+00
-1.800918678430144748e+00,-2.464573560770850769e-01,1.633427800020374743e-02,0.000000000000000000e+00
7.207899567615982939e-01,-6.607545507176837418e-02,7.060685191041258246e-01,0.000000000000000000e+00
-1.807234155025069455e+00,-1.338160836533126119e+00,8.919875866691439059e-01,0.000000000000000000e+00
-6.566695123818524493e-01,1.271580980486177737e+00,-3.498904563714158589e-01,0.000000000000000000e+00
1.395614933937050495e-01,1.278787239406210752e+00,4.182978918280845226e-01,0.000000000000000000e+00
1.890196673166806285e+00,-8.598110064971788979e-01,-9.243053096333823104e-01,0.000000000000000000e+00
1.409137033810808681e+00,-4.790276953894037071e-01,-3.120674686221436289e-01,0.000000000000000000e+00
-5.311887010983573632e-02,-2.787490460823298655e-01,9.746533172535554179e-01,0.000000000000000000e+00
1.255692710012402458e+00,7.700475985375110355e-01,8.843740086799622979e-01,0.000000000000000000e+00
-6.077015987641587458e-01,1.570954511319995195e+00,-5.711119250378767775e-01,0.000000000000000000e+00
-1.866589383343757458e+00,-1.454635824572969582e-01,-1.497638988093809020e-01,0.000000000000000000e+00
-1.172147765041481104e+00,9.003967707648730112e-02,3.037335358740242408e-01,0.000000000000000000e+00
-1.773657085355806462e+00,4.619038954956780074e-01,-6.168739179678662810e-01,0.000000000000000000e+00
-7.122334688193641128e-01,-6.710706701765505322e-01,9.991529316184397658e-01,0.000000000000000000e+00
1.287670048159470504e-01,-1.394956110344587774e+00,4.705582873879284728e-02,0.000000000000000000e+00
-6.222246474872088484e-01,1.696630358170438058e+00,-6.802170333934549618e-01,0.000000000000000000e+00
1.089491372283579729e-01,1.024046376682540505e+00,6.097135041962775670e-01,0.000000000000000000e+00
2.918448987827648722e-02,-7.181238460430350301e-01,7.335209586617135180e-01,0.000000000000000000e+00
-9.551631199244763337e-01,1.840098863714900723e+00,-9.406245914107757011e-01,0.000000000000000000e+00
1.409504073858785400e+00,1.864897529318503278e+00,8.980880498076793117e-01,0.000000000000000000e+00
-3.636442417320839837e-01,1.535334032229222156e+00,-3.223225388468461405e-01,0.000000000000000000e+00
-1.185223681638685189e+00,1.387309489520662353e+00,-8.424081361488385822e-01,0.000000000000000000e+00
2.275592439391886934e-01,7.090914190474202350e-01,8.862863553609006129e-01,0.000000000000000000e+00
3.536268214551792077e-01,-3.219080188873926218e-01,7.803726191911848353e-01,0.000000000000000000e+00
4.019900080029077394e-01,-3.386823580640254683e-01,7.380150235306283113e-01,0.000000000000000000e+00
8.838363081156224155e-01,1.918949604483003668e+00,5.104285101044298001e-01,0.000000000000000000e+00
-3.264790104312571550e-01,-4.493154698955947879e-02,9.606266375262305646e-01,0.000000000000000000e+00
-1.284960107063144452e+00,-5.514285323285239571e-03,2.872460771403618773e-01,0.000000000000000000e+00
1.729071852230156470e+00,-8.928055038391531362e-01,-8.679606075122460185e-01,0.000000000000000000e+00
5.927719006631675391e-01,-1.547191155416378638e+00,-5.389303300432546351e-01,0.000000000000000000e+00
-1.474907283909681510e+00,1.652847372227847167e+00,-9.999042564410993705e-01,0.000000000000000000e+00
-1.185267233456037683e+00,1.134054492363567590e-02,3.655173466977225116e-01,0.000000000000000000e+00
-3.744710896772769360e-01,7.159967991323572534e-01,4.620704734552126824e-01,0.000000000000000000e+00
4.182447585465336459e-01,-1.953207021011862388e+00,-7.178125951101591573e-01,0.000000000000000000e+00
1.950350413371792158e+00,5.785357189498263608e-01,1.976711598750735543e-01,0.000000000000000000e+00
-1.042185870057169783e+00,8.998162199160968377e-01,-3.627393348061340173e-01,0.000000000000000000e+00
8.376753234179683538e-01,-1.489468847198088142e+00,-6.862696421838206939e-01,0.000000000000000000e+00
1.718930845811363017e+00,-1.738753644287949207e-01,-3.164737765178001760e-01,0.000000000000000000e+00
-4.595718677741649216e-01,-1.240002857671624881e-01,9.442222368286695700e-01,0.000000000000000000e+00
8.266037182366274827e-01,-1.305849580332422821e+00,-5.325893458825198268e-01,0.000000000000000000e+00
-1.364945623397082919e+00,7.354325739346179169e-01,-5.051725319663586955e-01,0.000000000000000000e+00
-3.237536783231771409e-01,7.865485922600354840e-01,4.443907530679198081e-01,0.000000000000000000e+00
-8.180106206550989967e-01,1.165695121780305321e+00,-4.012759228333162009e-01,0.000000000000000000e+00
-4.915441625759879862e-01,-1.139322225146073730e+00,7.974265186351686685e-01,0.000000000000000000e+00
-8.525877302582127726e-01,1.691998493127703007e+00,-8.270222109357157070e-01,0.000000000000000000e+00
1.119831246116059997e+00,5.290400213770403148e-01,8.305002124413194409e-01,0.000000000000000000e+00
