# re(X) im(X) re(|X|^2) im(|X|^2)
-0.003150702176223327 0.005489842729049044 4.006529739295107e-05 0.0
-0.002600835585853448 0.0034496555435113933 1.8664469113520534e-05 0.0
-0.0020265104500455625 0.0020856465099717294 8.456665968701123e-06 0.0
-0.0015073867796722717 0.001206000940525309 3.7266531720786718e-06 0.0
-0.001077589887734919 0.000660346815458179 1.5972578828343137e-06 0.0
-0.0007434712098639971 0.00033628367056563405 6.658361469857314e-07 0.0
-0.0004964027334253678 0.0001534346003485676 2.6995785033630146e-07 0.0
-0.000321301749567116 5.673534908564946e-05 1.0645371411076025e-07 0.0
-0.00020181000366155142 1.0053995899630336e-05 4.082836041142518e-08 0.0
-0.0001230608204368869 -9.274385053086341e-06 1.522997974471263e-08 0.0
-7.284881784215198e-05 -1.4784027170147884e-05 5.525517720366712e-09 0.0
-4.184149960141693e-05 -1.4108745412752497e-05 1.949767786017238e-09 0.0
-2.3290356988769596e-05 -1.1256903680184415e-05 6.691586091292782e-10 0.0
-1.2540208048553562e-05 -8.130579666869286e-06 2.2336314362031582e-10 0.0
-6.511869744219351e-06 -5.487344360214131e-06 7.251539569325323e-11 0.0
-3.246194212615763e-06 -3.5156182372998707e-06 2.2897348456455523e-11 0.0
-1.5420191779802638e-06 -2.1573450061549783e-06 7.031960620840752e-12 0.0
-6.891856298036983e-07 -1.2749244920403484e-06 2.1004092927322606e-12 0.0
-2.828937109541186e-07 -7.28124176266068e-07 6.101936677605324e-13 0.0
-1.0094685673987505e-07 -4.0276770726796077e-07 1.7241209390355062e-13 0.0
-2.6182065034789542e-08 -2.1609136362519292e-07 4.7380977962881295e-14 0.0
4.980466963399687e-10 -1.1253407261173143e-07 1.2664165549094177e-14 0.0
7.4054270598413255e-09 -5.689774618764689e-08 3.2921938711725164e-15 0.0
7.261571228307906e-09 -2.7922509754574742e-08 8.323969676981108e-16 0.0
5.299217667592015e-09 -1.3289675068559844e-08 2.0469717131642043e-16 0.0
3.3817056262419754e-09 -6.125579132074331e-09 4.895865264586114e-17 0.0
1.9866502126484663e-09 -2.7280325873724553e-09 1.138894086518225e-17 0.0
1.0993730492331821e-09 -1.1696734620289188e-09 2.576757109154981e-18 0.0
5.800973898272682e-10 -4.801135238753254e-10 5.670219774923922e-19 0.0
2.9396699646487774e-10 -1.869218334010163e-10 1.2135636681257873e-19 0.0
1.437074924413608e-10 -6.789546689929426e-11 2.526163780925693e-20 0.0
6.796596054283509e-11 -2.2249762679487875e-11 5.114423731803747e-21 0.0
3.1155343653857806e-11 -6.036083709125431e-12 1.0070897447335472e-21 0.0
1.3857366489789827e-11 -9.210747874313811e-13 1.9287498479639178e-22 0.0
5.983607519312235e-12 3.512177508913692e-13 3.592691285371111e-23 0.0
2.50834000866929e-12 4.658528913474754e-13 6.5087885154678565e-24 0.0
1.0203229644676683e-12 3.2529621947619544e-13 1.146876582225596e-24 0.0
4.0230543668583094e-13 1.8627591908078264e-13 1.9654838241636741e-25 0.0
1.534850517243779e-13 9.593457565712413e-14 3.2761103909347433e-26 0.0
5.65006660180011e-14 4.6030066143786833e-14 5.311092249679095e-27 0.0
1.9981607478289675e-14 2.0932257595495894e-14 8.374240454606374e-28 0.0
6.7418749079741105e-15 9.108801208281427e-15 1.284231367267601e-28 0.0
2.144837548246544e-15 3.815030984317589e-15 1.9154789519671482e-29 0.0
6.293864887660875e-16 1.543571075809535e-15 2.778739018317109e-30 0.0
1.6228139276396434e-16 6.047531990354963e-16 3.9206168218107867e-31 0.0
3.1716509937706675e-17 2.297736377341464e-16 5.380186160021139e-32 0.0
1.03100062393507e-18 8.473368415601822e-17 7.180860192938406e-33 0.0
-3.4376400491479424e-18 3.033720033609537e-17 9.321630933398908e-34 0.0
-2.555889035780479e-18 1.0543174362066879e-17 1.176910943921672e-34 0.0
-1.3492781119302275e-18 3.554091825798464e-18 1.445212012954146e-35 0.0
-6.157929718894519e-19 1.1605423820739496e-18 1.7260596048183204e-36 0.0
-2.575534694833629e-19 3.6628825882526985e-19 2.005008781961654e-37 0.0
-1.0124392615274595e-19 1.1136429164954496e-19 2.2652338037427584e-38 0.0
-3.790166101636762e-20 3.244357171348234e-20 2.4891212533275122e-39 0.0
-1.361627570202368e-20 8.978734743875566e-21 2.6602064159439866e-40 0.0
-4.7166214393332056e-21 2.324891736082229e-21 2.765163938648108e-41 0.0
-1.5801524392001989e-21 5.464786072608872e-22 2.7955205993041373e-42 0.0
-5.129919632481464e-22 1.0824854010024288e-22 2.7487850079102147e-43 0.0
-1.615776308756692e-22 1.3435848322903607e-23 2.628785281955008e-44 0.0
-4.9404786735837406e-23 -2.078039951959544e-24 2.4451512024555158e-45 0.0
-1.4665917094035037e-23 -2.4727877286557476e-24 2.2120380336009955e-46 0.0
-4.224924713527921e-24 -1.2701485890100964e-24 1.946326627314332e-47 0.0
-1.179975708709349e-24 -5.227563894268854e-25 1.665616915830764e-48 0.0
-3.1896553055072775e-25 -1.9208154436230944e-25 1.3863432936411708e-49 0.0
-8.32309972232447e-26 -6.553960330115126e-26 1.1222838499648044e-50 0.0
-2.0879405850774092e-26 -2.115848135069913e-26 8.836309217492222e-52 0.0
-5.00283635828927e-27 -6.529807433903621e-27 6.766675675168404e-53 0.0
-1.1324971560046023e-27 -1.938371081602473e-27 5.0398322583512534e-54 0.0
-2.3738577113255942e-28 -5.556367697985281e-28 3.650842242883424e-55 0.0
-4.413099582468676e-29 -1.541899767622579e-28 2.572209372642415e-56 0.0
-6.429948939414171e-30 -4.148812040858646e-29 1.7626083784008417e-57 0.0
-3.1166906350568512e-31 -1.0834058438470887e-29 1.1747395985334875e-58 0.0
2.6516649000616967e-31 -2.7467393444435493e-30 7.614890293736371e-60 0.0
1.5204659567441821e-31 -6.759963436555947e-31 4.8008922389191286e-61 0.0
5.822690301902837e-32 -1.6139450272931994e-31 2.9438557746431796e-62 0.0
1.9022681303686298e-32 -3.7333975061238924e-32 1.755688097854826e-63 0.0
5.666755808685192e-33 -8.350266947286534e-33 1.0183907948621334e-64 0.0
1.582745915193522e-33 -1.8000786324960546e-33 5.745367715230646e-66 0.0
4.204273765729942e-34 -3.721458538563238e-34 3.152517155145026e-67 0.0
1.0708512364716894e-34 -7.319108429718793e-35 1.6824158527127528e-68 0.0
2.628552293418083e-35 -1.3503154777427721e-35 8.732639048665154e-70 0.0
6.238142015458808e-36 -2.273960753750995e-36 4.408531331463227e-71 0.0
1.4343208123647775e-36 -3.2761045802776354e-37 2.1646048049919162e-72 0.0
3.199219149516675e-37 -3.195576615245017e-38 1.0337120265673204e-73 0.0
6.9268820981678e-38 1.7628617586264627e-39 4.801277241771782e-75 0.0
1.4561016523927428e-38 2.207296786440569e-39 2.1689536131351845e-76 0.0
2.97065711885658e-39 8.395911954304277e-40 9.529717093257572e-78 0.0
5.87664976151932e-40 2.487684432971087e-40 4.0723586257611766e-79 0.0
1.1254885948922369e-40 6.525732561831378e-41 1.692576431917965e-80 0.0
2.0816394870659457e-41 1.5839306266075763e-41 6.842059184017643e-82 0.0
3.7037875848780973e-42 3.630776301554609e-42 2.6900579025827697e-83 0.0
6.301024544662836e-43 7.947533520960662e-43 1.0286619937923689e-84 0.0
1.014594255017301e-43 1.6722376566484915e-43 3.82578028262735e-86 0.0
1.5180962743970494e-44 3.3962256946541664e-44 1.3838965267367376e-87 0.0
2.031044442679959e-45 6.675554771969583e-45 4.868817304170702e-89 0.0
2.1881903862817182e-46 1.2720597053023638e-45 1.666017665520094e-90 0.0
1.0675443559810936e-47 2.3522810378349936e-46 5.5446225904779455e-92 0.0
-3.3706570561916223e-48 4.223002430427892e-47 1.7947362817304427e-93 0.0
-1.5275804363274637e-48 7.359940500865359e-48 5.650222616572864e-95 0.0
-4.257838382420936e-49 1.2445040509272841e-48 1.7300822096825893e-96 0.0
-9.96806591626512e-50 2.039292211604479e-49 5.1523361054207505e-98 0.0
-2.115947509304509e-50 3.2321067050189757e-50 1.4923747614760575e-99 0.0
-4.2001205691911713e-51 4.9397796556649884e-51 4.204243584226448e-101 0.0
-7.917591134126389e-52 7.24616297630413e-52 1.1519512724635752e-102 0.0
-1.4299048089299972e-52 1.0125306889477864e-52 3.0698461586622105e-104 0.0
-2.4873317293001563e-53 1.3303851924792658e-53 7.956743891951399e-106 0.0
-4.1817559787292506e-54 1.6034480126674377e-54 2.0058128594964988e-107 0.0
-6.809870426674776e-55 1.6747814282337983e-55 4.917922806045653e-109 0.0
-1.075644103311862e-55 1.254993876290882e-56 1.1727603332848557e-110 0.0
-1.6491855975973498e-56 -1.459802365883158e-58 2.7200262376172715e-112 0.0
-2.454903721628621e-57 -3.305689030413134e-58 6.135828082123992e-114 0.0
-3.546823488925369e-58 -9.39170697999292e-59 1.3461998461573204e-115 0.0
-4.969677050646411e-59 -2.0071803450066105e-59 2.8726462925102464e-117 0.0
-6.743126179498073e-60 -3.761664667904315e-60 5.961987174639196e-119 0.0
-8.839337983138636e-61 -6.497180757057666e-61 1.2034725377003785e-120 0.0
-1.1153781143201098e-61 -1.0576770323537092e-61 2.3627490426728329e-122 0.0
-1.3470347398679578e-62 -1.642299018328814e-62 4.511648656014923e-124 0.0
-1.542359940034371e-63 -2.4495036944647664e-63 8.378942533819368e-126 0.0
-1.646296462377917e-64 -3.5248550468291765e-64 1.513489514319516e-127 0.0
-1.5825751459322149e-65 -4.907615871375234e-65 2.6589237633496467e-129 0.0
-1.2527526580392783e-66 -6.62293879478097e-66 4.543270750163928e-131 0.0
-5.379124531716745e-68 -8.672614529305771e-67 7.550359258120274e-133 0.0
6.961195298592702e-69 -1.102522601162854e-67 1.220401910073421e-134 0.0
2.5894617837526577e-69 -1.3606992855291835e-68 1.9185556689347858e-136 0.0
5.2746643683254696e-70 -1.6294946576997827e-69 2.9334736814569555e-138 0.0
8.859562927358733e-71 -1.8914251636875762e-70 4.362407702468867e-140 0.0
1.3407851957859092e-71 -2.124138407195327e-71 6.309668914160959e-142 0.0
1.8919511159783751e-72 -2.3014431942926146e-72 8.876119801807613e-144 0.0
2.5313839598433598e-73 -2.395097824468903e-73 1.214439834092792e-145 0.0
3.2418147240743882e-74 -2.3772928790910496e-74 1.6160884138202514e-147 0.0
3.9964983063145807e-75 -2.223639476864816e-75 2.0916571235446947e-149 0.0
4.760006884944013e-76 -1.9163537901097626e-76 2.633007739358246e-151 0.0
5.490187949050475e-77 -1.447237542407233e-77 3.2236660220051987e-153 0.0
6.141219658697313e-78 -8.200149957558751e-79 3.838700348963484e-155 0.0
6.66751974516935e-79 -5.161582638960284e-81 4.445848374575703e-157 0.0
