# re(dF) im(dF) re(|dF|^2) im(|dF|^2)
0.03537270812700491 -0.013572282793717257 0.0014354353404709126 0.0
0.035648512886294316 -0.009726862897144237 0.0013654283328241332 0.0
0.03554174129946341 -0.005968268813591317 0.0012988356072292696 0.0
0.03507215740945556 -0.0023311846413585162 0.0012354906471857344 0.0
0.03426231812255741 0.0011526552681413664 0.0011752350572984999 0.0
0.033137203431675505 0.0044546510452411975 0.0011179181672071152 0.0
0.03172383958380497 0.007549480571027853 0.0010633966548313184 0.0
0.030050919437746838 0.010415201819322963 0.0010115341879911792 0.0
0.028148424080141704 0.013033315207963976 0.0009622010835056464 0.0
0.026047249556455588 0.015388787264133686 0.000915273982917039 0.0
0.02377884233250121 0.01747003724542967 0.0008706355440306515 0.0
0.021374846835341688 0.01926888866187737 0.0008281741474981428 0.0
0.018866768134023024 0.020780487912655982 0.000787783617711028 0.0
0.016285652514554175 0.0220031924838544 0.0007493629573063514 0.0
0.013661788383932434 0.022938431349447636 0.0007128160946206733 0.0
0.01102442960876665 0.023590540376647144 0.00067805164346087 0.0
0.008401543059060296 0.02396657565898396 0.0006449826745910468 0.0
0.0058195817907324525 0.024076107786458092 0.0006135264983641727 0.0
0.0033032849650585457 0.023931000112709638 0.0005836044579548905 0.0
0.0008755052728052263 0.023545174095635214 0.0005551417326764812 0.0
-0.0014429356914105159 0.022934364771683393 0.0005280671508901786 0.0
-0.0036333639701501214 0.022115869376974788 0.0005023130120389962 0.0
-0.005679341862539206 0.021108292052401695 0.0004778149173610748 0.0
-0.007566729066149441 0.019931287467163796 0.0004545116088592314 0.0
-0.009283717048371864 0.018605306068157804 0.00043234481612406 0.0
-0.010820837596993612 0.01715134351376143 0.00041125911062755673 0.0
-0.012170946720736086 0.015590696682442704 0.0003912017671229264 0.0
-0.013329185268653546 0.013944728461964146 0.00037212263180400366 0.0
-0.014292917811596605 0.012234643326454518 0.00035397399689461356 0.0
-0.015061651478768418 0.010481275499021748 0.0003367104813542805 0.0
-0.015636936567388262 0.008704891279589113 0.0003202889174019908 0.0
-0.01602225084354322 0.006925006893919373 0.00030466824257425226 0.0
-0.016222869527633552 0.005160222992946024 0.0002898093970475501 0.0
-0.016245723008827706 0.0034280767040552234 0.00027567522596844005 0.0
-0.01609924436029671 0.0017449119102458455 0.0002622303865470633 0.0
-0.015793208731564565 0.0001257682113878336 0.00024944125968176295 0.0
-0.015338566677156239 -0.001415711193799329 0.0002372758658938165 0.0
-0.014747273443084644 -0.002867352673978927 0.0002257037853620837 0.0
-0.014032116175980758 -0.004218506546324977 0.00021469608185760753 0.0
-0.01320654094535686 -0.005460083025612602 0.0002042252303879701 0.0
-0.012284481379227392 -0.00658457026797423 0.00019426504837047478 0.0
-0.01128019060880809 -0.007586035195740109 0.0001847906301620499 0.0
-0.01020807810104943 -0.008460107934597878 0.0001757782847821709 0.0
-0.009082552830150996 -0.00920395082345529 0.0001672054766730672 0.0
-0.007917874102793545 -0.009816213070293478 0.0001590507693490892 0.0
-0.006728011208454236 -0.010296972223583212 0.00015129377179433004 0.0
-0.005526512917660992 -0.010647663708315972 0.00014391508747446283 0.0
-0.004326387699187526 -0.010870999738369143 0.0001368962658353031 0.0
-0.0031399953737192114 -0.01097087896295617 0.0001302197561668123 0.0
-0.0019789507681070634 -0.010952288234637937 0.00012386886371718012 0.0
-0.0008540397825539278 -0.010821197900281925 0.00011782770794725069 0.0
0.00022485186556541397 -0.010584452015076318 0.00011208118282090138 0.0
0.0012487971016683192 -0.010249654863991767 0.00010661491903208529 0.0
0.002209873176464267 -0.009825055145800687 0.00010141524807408083 0.0
0.0031011947211317496 -0.009319429132877696 9.646916806110495e-05 0.0
0.003916934448741294 -0.008741964066563725 9.176431121682763e-05 0.0
0.004652331890070659 -0.0081021429839962 8.728891294848727e-05 0.0
0.005303690656925225 -0.00740963209916164 8.303178242928245e-05 0.0
0.005868364820821634 -0.006674171779720537 7.898227461547493e-05 0.0
0.0063447350789272924 -0.005905472073125481 7.513026362823547e-05 0.0
0.006732175452128561 -0.005113113641943728 7.146611743367345e-05 0.0
0.00703101132180893 -0.004306454870346168 6.798067375773359e-05 0.0
0.007242469662264141 -0.0034945458026649483 6.466521717573966e-05 0.0
0.007368622364700046 -0.002686049471944793 6.15114573192926e-05 0.0
0.007412323576596417 -0.0018891710726834183 5.8511508146030905e-05 0.0
0.007377141997134989 -0.0011115953285818741 5.565786822041787e-05 0.0
0.007267289075739538 -0.00036043230415907395 5.294340195624464e-05 0.0
0.007087544057009037 0.0003578281904831051 5.036132177394853e-05 0.0
0.00684317680197506 0.0010373535487184563 4.790517112812838e-05 0.0
0.00653986929328631 0.0016729967093657332 4.556880836281775e-05 0.0
0.0061836367012865 0.0022603160178720646 4.334639135414642e-05 0.0
0.005780748849728107 0.0027955868146696218 4.1232362901987474e-05 0.0
0.005337652874820674 0.003275805034183305 3.92214368340621e-05 0.0
0.004860897820246928 0.0036986831668682726 3.730858478775605e-05 0.0
0.004357061854514564 0.004062638998548525 3.548902363659325e-05 0.0
0.0038326827363847574 0.004366777595910634 3.37582035299288e-05 0.0
0.003294192089967303 0.004610867054074432 3.211179651595218e-05 0.0
0.0027478539842363623 0.0047953085615911675 3.05456857195532e-05 0.0
