# re(S) im(S) re(|S|^2) im(|S|^2)
-0.11100205973138365 0.024180865605297478 0.012906171526031122 0.0
-0.11080315836233384 -0.011080315836233633 0.012400113302099123 0.0
-0.09993719463990255 -0.04389140043852906 0.011913897904949075 0.0
-0.07986926535303153 -0.07118741277909388 0.011446747286214061 0.0
-0.052893544454634504 -0.0905548831387109 0.010997913905239985 0.0
-0.021879752000171736 -0.10043881712401855 0.01056667953286106 0.0
0.010025884372280766 -0.10025884372280366 0.010152354102079911 0.0
0.03971458144678054 -0.09042691316372681 0.009754274603813153 0.0
0.06441303477569502 -0.07226869984246635 0.009371804025935392 0.0
0.081937446649779 -0.04786005819510218 0.009004330333923949 0.0
0.0908807999570828 -0.019797618307103013 0.008651265491473041 0.0
0.09071795328941253 0.009071795328941118 0.008312044519510231 0.0
0.08182165462802844 0.03593523933468387 0.00798612459210938 0.0
0.06539142377027289 0.05828332407430046 0.007672984167853341 0.0
0.04330557148430691 0.07414006766704528 0.007372122155256469 0.0
0.017913625832260388 0.08223234838220937 0.007083057110911279 0.0
-0.008208499862389902 0.0820849986238988 0.0068053264690763225 0.0
-0.03251554917609974 0.0740352947130552 0.006538485801472299 0.0
-0.05273693246994322 0.05916860704598891 0.006282108106102 0.0
-0.06708470740086064 0.03918450148843182 0.006035783123956002 0.0
-0.07440690578919186 0.016208918945724633 0.005799116682510744 0.0
-0.07427357821433386 -0.007427357821433534 0.00557173006496838 0.0
-0.06698990491169236 -0.02942128556252299 0.0053532594042291085 0.0
-0.0535379696282768 -0.04771834981124026 0.005143355100626183 0.0
-0.03545560315381875 -0.06070075343429263 0.004941681262491871 0.0
-0.014666436368003508 -0.06732615251833729 0.00474791516865911 0.0
0.0067205512739752235 -0.06720551273974973 0.004561746752038793 0.0
0.026621480063692055 -0.0606149725947701 0.004382878103446283 0.0
0.043177348436139434 -0.048443158205337525 0.004211022994883153 0.0
0.0549243130103228 -0.03208155641260888 0.004045906421511321 0.0
0.06091922201098753 -0.013270740415012885 0.0038872641615866443 0.0
0.06081006262521792 0.006081006262522124 0.0037348423536477586 0.0
0.05484669529697238 0.02408811128512661 0.003588397090283576 0.0
0.043833182192025345 0.039068480476595155 0.003447694027829385 0.0
0.029028592670960286 0.0496975735716592 0.0033125080113670085 0.0
0.012007862492546019 0.05512199155318131 0.003182622714428885 0.0
-0.005502322005640724 0.05502322005640723 0.003057830292829573 0.0
-0.021795824420596903 0.049627342160317445 0.0029379310520707093 0.0
-0.03535062300103073 0.039661903398931955 0.002822733127787213 0.0
-0.044968224153232296 0.0262661568416092 0.0027120521787233585 0.0
-0.04987644051398056 0.010865163293886093 0.0026057110917474514 0.0
-0.04978706836786397 -0.004978706836786127 0.0025035396984330223 0.0
-0.04490467614432872 -0.01972167749269809 0.0024053745027530393 0.0
-0.03588757426588118 -0.0319865664422153 0.0023110584194513907 0.0
-0.023766601538289158 -0.04068893183647303 0.0022204405226729567 0.0
-0.009831206301378896 -0.04513006965549432 0.0021333758044500416 0.0
0.004504920239355614 -0.045049202393557815 0.0020497249426586913 0.0
0.017844911741830904 -0.04063143122017532 0.001969354078073572 0.0
0.02894264219140982 -0.03247242003831362 0.0018921346001646478 0.0
0.03681686802555544 -0.021504910371394962 0.0018179429412928973 0.0
0.0408353757028605 -0.008895643325918468 0.0017466603789757275 0.0
0.04076220397836622 0.004076220397836542 0.0016781728459056735 0.0
0.03676483931636908 0.01614674386555791 0.0016123707474183695 0.0
0.0293822607048468 0.02618838563161394 0.0015491487861177078 0.0
0.019458447575547683 0.03331327980441429 0.0014884057933775346 0.0
0.008049110938792816 0.036949375915504665 0.0014300445674502703 0.0
-0.0036883167401239904 0.036883167401239994 0.0013739717179233714 0.0
-0.014610178028999452 0.03326620228153031 0.0013200975162747505 0.0
-0.02369623123743944 0.02658616891223315 0.0012683357522879932 0.0
-0.03014310208453562 0.017606731463246813 0.0012186035960976209 0.0
-0.03343317790142528 0.007283136759342472 0.0011708214656436376 0.0
-0.0333732699603261 -0.00333732699603242 0.0011249128993232513 0.0
-0.030100504580281913 -0.01321983576480541 0.0010808044336360007 0.0
-0.024056160434012902 -0.021441236690067797 0.0010384254856264773 0.0
-0.01593122943725669 -0.027274606661765587 0.000997708239936542 0.0
-0.006590054660526392 -0.030251590369062515 0.0009585875402862815 0.0
0.0030197383422317318 -0.03019738342231851 0.0009210007852100613 0.0
0.011961802060286006 -0.027236062846001833 0.000884887827880824 0.0
0.019400833246138862 -0.02176691409497101 0.0008501908798623345 0.0
0.024679084669778376 -0.014415172510145773 0.0008168544186353524 0.0
0.027372770921024032 -0.005962928043746495 0.0007848250987497572 0.0
0.027323722447292566 0.002732372244729196 0.0007540516664604461 0.0
0.02464420878304141 0.010823486091286454 0.0007244848777104067 0.0
0.01969551834830407 0.017554599862182527 0.000696077419329721 0.0
0.013043387474623205 0.022330559252093117 0.000668783833324399 0.0
0.005395480415037752 0.02476790736466919 0.0006425604441338902 0.0
-0.002472352647033927 0.024723526470339388 0.0006173652887408681 0.0
-0.009793495208987792 0.022299002244786287 0.0005931580495214507 0.0
-0.015884058813951676 0.017821241969159293 0.0005698999897284006 0.0
-0.020205525576962965 0.0118021450449806 0.0005475538915040647 0.0
-0.022410929350001104 0.004882032567806309 0.0005260839963238624 0.0
-0.022370771856165587 -0.0022370771856165864 0.0005054559477750165 0.0
-0.020176971615950473 -0.008861520918448088 0.00048563673657896407 0.0
-0.01612532656956826 -0.01437249076514728 0.0004665946477694679 0.0
-0.010679022449786371 -0.018282715593118583 0.0004482992099419027 0.0
-0.004417445743421436 -0.020278247448841286 0.0004307211464925103 0.0
0.002024191144580355 -0.020241911445804398 0.0004138323287695846 0.0
0.008018235707720117 -0.018256878900761518 0.000397605731061629 0.0
0.013004767434681562 -0.014590798858194776 0.00038201538735045204 0.0
0.016542885171963215 -0.009662779100612721 0.0003670363497599984 0.0
0.01834851706390384 -0.003997070200791361 0.00035264464863442465 0.0
