# re(Psi4) im(Psi4) re(|Psi4|^2) im(|Psi4|^2)
-0.026495548510418444 0.06997835075783142 0.0055989836656540224 0.0
-0.012034724989083707 0.0736629079833186 0.00557105861812174 0.0
0.0028326384426691996 0.07439925407420549 0.005543272847345069 0.0
0.017513186542642105 0.07217280620705362 0.005515625658678297 0.0
0.031423953746593146 0.06708689508296117 0.005488116360940266 0.0
0.04401549895140744 0.059358067004036986 0.005460744266397094 0.0
0.05479359152668992 0.04930690639607448 0.005433508690744996 0.0
0.06333859325119737 0.03734476614001673 0.005406408953093165 0.0
0.06932177677757982 0.02395695390374454 0.005379444375946746 0.0
0.07251794686151751 0.009683060888997097 0.005352614285189902 0.0
0.07281388080437884 -0.004904770359016207 0.005325918010068973 0.0
0.07021227325490846 -0.019224764434285054 0.005299354883175685 0.0
0.06483105089333636 -0.0327087003791975 0.0052729242404304846 0.0
0.0568981073481516 -0.044824444238207195 0.005246625421065929 0.0
0.046741690598203524 -0.05509693392224265 0.005220457767610161 0.0
0.03477684687045967 -0.063126789460728 0.00519442062587048 0.0
0.021488479875852978 -0.0686058202891129 0.005168513344916994 0.0
0.007411716058381327 -0.0713288282683534 0.005142735277066319 0.0
-0.006889629762747961 -0.07120125546363408 0.005117085777865424 0.0
-0.020845622386043407 -0.06824239322747978 0.005091564206075492 0.0
-0.033902905091565995 -0.0625840470887603 0.005066169923655897 0.0
-0.045546625908874726 -0.05446473321393649 0.005040902295748255 0.0
-0.055320723057213306 -0.04421965955418091 0.005015760690660556 0.0
-0.06284577091790856 -0.032266911187548125 0.00499074447985136 0.0
-0.06783368890845344 -0.01909040824564144 0.004965853037914095 0.0
-0.0700987438806822 -0.005220330345096833 0.004941085742561419 0.0
-0.06956442692488242 0.008788201250673788 0.0049164419746096505 0.0
-0.06626595164151483 0.022377327164067973 0.004891921117963317 0.0
-0.06034829635346008 0.035008651599778486 0.004867522559599716 0.0
-0.05205989035162549 0.0461845591743643 0.004843245689553626 0.0
-0.04174221701972269 0.055467803446507584 0.004819089900902025 0.0
-0.029815767723360122 0.06249859666276979 0.0047950545897489415 0.0
-0.016762923327584927 0.06700853346196925 0.004771139155210344 0.0
-0.003108459528974956 0.06883081053391606 0.004747342999399125 0.0
0.010601536774569943 0.0679063542345456 0.004723665527410147 0.0
0.02382149358082713 0.06428563284968106 0.0047001061473053805 0.0
0.0360280505429145 0.05812610295019176 0.004676664270099093 0.0
0.046740764079840694 0.049685413181091785 0.004653339309743135 0.0
0.05554100226834646 0.039310656953805985 0.004630130683112282 0.0
0.062088287027881765 0.027424121206212373 0.004607037809989658 0.0
0.06613344634391191 0.014506115528602344 0.004584060113052233 0.0
0.06752806932912463 0.0010755791636741627 0.004561197017856392 0.0
0.0662299065009937 -0.012330751708358765 0.004538447952823559 0.0
0.06230402071088118 -0.025179780628194766 0.0045158123492259235 0.0
0.05591966414187298 -0.03696323583552099 0.004493289641172218 0.0
0.04734302690450734 -0.047217762220510384 0.004470879265593563 0.0
0.03692616623487875 -0.05554312657227275 0.004448580662229411 0.0
0.025092575669376924 -0.061617821447127644 0.00442639327361351 0.0
0.012319984919203804 -0.06521146001011313 0.004404316545059993 0.0
-0.0008789116335849299 -0.06619348486814879 0.004382349924649493 0.0
-0.013977020991609872 -0.06453786289780172 0.004360492863215355 0.0
-0.026453887707909438 -0.06032359935769108 0.004338744814329909 0.0
-0.037816361134522775 -0.05373107168886689 0.0043171052342907985 0.0
-0.047618073584325335 -0.045034349670281346 0.004295573582107392 0.0
-0.05547696062135068 -0.03458982740206104 0.004274149319487266 0.0
-0.061090136400618514 -0.022821637657639005 0.004252831910822742 0.0
-0.0642455456043477 -0.010204444775545971 0.004231620823177487 0.0
-0.06482994461264725 0.0027556864470217953 0.00421051552627321 0.0
-0.06283291277731813 0.015541575351112918 0.004189515492476388 0.0
-0.05834675405617037 0.027645550960215103 0.0041686201967850835 0.0
-0.05156231341711563 0.03858959642042076 0.0041478291168158135 0.0
-0.04276089478361243 0.047944213520458606 0.004127141732790499 0.0
-0.032302621416990814 0.055345263366561204 0.004106557527523455 0.0
-0.020611719427837363 0.06050812349293767 0.004086075986408483 0.0
-0.008159325089182434 0.06323861171384956 0.004065696597405993 0.0
0.004555487884468699 0.06344025836300358 0.004045418851030188 0.0
0.0170256976020962 0.06111765589008087 0.004025242240336361 0.0
0.028756539691343067 0.056375772153367434 0.004005166260908188 0.0
0.039285124692500034 0.049415274852416494 0.003985190410845142 0.0
0.0481986898323459 0.040524072959109696 0.00396531419074993 0.0
0.05515076605131155 0.030065430442112632 0.003945537103716011 0.0
0.059874627661844676 0.018463142139696832 0.003925858655315185 0.0
0.06219350325044304 0.006184376041472744 0.003906278353585211 0.0
0.06202715785303329 -0.006279123958994635 0.0038867957090175298 0.0
0.059394602705660444 -0.01843071903051438 0.003867410234545012 0.0
0.054412844107916254 -0.029788652900347615 0.0038481214455297853 0.0
0.047291740916242365 -0.039905138777632736 0.0038289288597511202 0.0
0.0383251946110717 -0.04838399999397376 0.0038098319973933724 0.0
0.02787904063135404 -0.05489616994389771 0.0037908303810339876 0.0
0.016376139033411355 -0.059192445514524496 0.00377192353563157 0.0
0.004279271439760413 -0.061113000453740164 0.0037531109885139947 0.0
-0.007927464532089017 -0.060593296456448696 0.0037343922693666076 0.0
-0.019758015857662427 -0.05766617483056092 0.0037157669102204577 0.0
-0.030743715905662702 -0.05246006459920243 0.0036972344454405896 0.0
