# re(L) im(L) re(|L|^2) im(|L|^2)
-0.28518905924502086 -0.9584712830789142 1.0 0.0
-0.2563109082275227 -0.9665943918332975 0.9999999999999999 0.0
-0.2272020946930871 -0.9738476308781951 1.0 0.0
-0.197888814609109 -0.9802244727880455 1.0 0.0
-0.16839744794907702 -0.9857191788355535 1.0 0.0
-0.13875453495237755 -0.990326804156158 1.0 0.0
-0.10898675223987134 -0.994043202198076 1.0 0.0
-0.07912088880673408 -0.9968650284539189 1.0000000000000002 0.0
-0.049183821914170554 -0.998789743470524 0.9999999999999999 0.0
-0.01920249290169265 -0.9998156151342908 1.0 0.0
0.010796117058267392 -0.9999417202299663 1.0 0.0
0.040785011241591035 -0.999167945271476 1.0 0.0
0.0707372016677029 -0.9974949866040544 1.0 0.0
0.10062573338693173 -0.9949243497775809 1.0 0.0
0.13042370873814554 -0.9914583481916864 1.0 0.0
0.16010431155483104 -0.9871001010138504 1.0 0.0
0.18964083129783424 -0.9818535303723598 1.0 0.0
0.2190066870930415 -0.9757233578266591 1.0 0.0
0.2481754516523729 -0.9687151001182653 1.0 0.0
0.2771208750565576 -0.9608350642060727 1.0 0.0
0.30581690837828934 -0.9520903415905158 1.0 0.0
0.3342377271245026 -0.9424888019316975 1.0 0.0
0.3623577544766734 -0.9320390859672264 1.0 0.0
0.39015168430823005 -0.9207505977361357 0.9999999999999999 0.0
0.41759450395835795 -0.9086334961158833 1.0 0.0
0.4446615167417068 -0.8956986856800476 0.9999999999999999 0.0
0.47132836417373997 -0.8819578068849475 1.0 0.0
0.49757104789172696 -0.867423225594017 1.0000000000000002 0.0
0.5233659512516495 -0.852108021949363 1.0 0.0
0.5486898605815874 -0.8360259786005206 1.0 0.0
0.5735199860724567 -0.8191915683009983 1.0 0.0
0.5978339822872981 -0.8016199408837773 1.0 0.0
0.6216099682706645 -0.7833269096274833 1.0 0.0
0.6448265472400011 -0.7643289370255052 1.0 0.0
0.6674628258413082 -0.7446431199708592 1.0 0.0
0.689498432951747 -0.7242871743701426 1.0 0.0
0.7109135380122772 -0.7032794192004104 1.0 0.0
0.7316888688738209 -0.6816387600233342 1.0000000000000002 0.0
0.7518057291408948 -0.6593846719714733 1.0 0.0
0.7712460149971067 -0.6365371822219679 1.0 0.0
0.789992231497365 -0.6131168519734339 1.0 0.0
0.808027508312152 -0.5891447579422694 1.0 0.0
0.8253356149096782 -0.5646424733950355 1.0 0.0
0.8419009751622686 -0.5396320487339695 1.0 0.0
0.8577086813638242 -0.5141359916531132 1.0 0.0
0.8727445076457512 -0.4881772468829077 1.0 0.0
0.8869949227792842 -0.4617791755414829 0.9999999999999999 0.0
0.9004471023526769 -0.4349655341112304 1.0000000000000002 0.0
0.9130889403123083 -0.4077604530595701 0.9999999999999999 0.0
0.924909059857313 -0.38018841512316154 1.0 0.0
0.9358968236779347 -0.3522742332750903 0.9999999999999999 0.0
0.9460423435283869 -0.3240430283948684 0.9999999999999999 0.0
0.955336489125606 -0.2955202066613398 1.0 0.0
0.9637708963658905 -0.26673143668883115 1.0 0.0
0.9713379748520296 -0.2377026264271348 1.0 0.0
0.9780309147241483 -0.20845989984609953 1.0 0.0
0.9838436927881213 -0.17902957342582435 0.9999999999999999 0.0
0.9887710779360424 -0.14943813247359913 1.0 0.0
0.9928086358538663 -0.11971220728891947 1.0 0.0
0.9959527330119943 -0.08987854919801135 1.0000000000000002 0.0
0.9982005399352042 -0.05996400647944465 1.0 0.0
0.9995500337489875 -0.02999550020249591 1.0 0.0
1.0 0.0 1.0 0.0
0.9995500337489875 0.029995500202495466 1.0 0.0
0.9982005399352042 0.05996400647944465 1.0 0.0
0.9959527330119943 0.08987854919801092 1.0 0.0
0.9928086358538663 0.11971220728891947 1.0 0.0
0.9887710779360424 0.14943813247359913 1.0 0.0
0.9838436927881214 0.1790295734258239 1.0 0.0
0.9780309147241483 0.20845989984609953 1.0 0.0
0.9713379748520297 0.23770262642713436 1.0 0.0
0.9637708963658905 0.26673143668883115 1.0 0.0
0.9553364891256061 0.2955202066613394 1.0 0.0
0.9460423435283869 0.3240430283948684 0.9999999999999999 0.0
0.9358968236779349 0.3522742332750899 1.0 0.0
0.9249090598573132 0.38018841512316115 1.0 0.0
0.9130889403123083 0.4077604530595701 0.9999999999999999 0.0
0.900447102352677 0.43496553411122996 1.0 0.0
0.8869949227792842 0.4617791755414829 0.9999999999999999 0.0
0.8727445076457514 0.4881772468829073 1.0 0.0
0.8577086813638242 0.5141359916531132 1.0 0.0
0.8419009751622688 0.5396320487339691 1.0 0.0
0.8253356149096784 0.564642473395035 0.9999999999999999 0.0
0.808027508312152 0.5891447579422694 1.0 0.0
0.7899922314973653 0.6131168519734336 1.0 0.0
0.7712460149971067 0.6365371822219679 1.0 0.0
0.7518057291408952 0.659384671971473 1.0 0.0
0.7316888688738209 0.6816387600233342 1.0000000000000002 0.0
0.7109135380122775 0.70327941920041 1.0 0.0
0.689498432951747 0.7242871743701426 1.0 0.0
0.6674628258413082 0.7446431199708592 1.0 0.0
0.6448265472400014 0.7643289370255049 1.0 0.0
0.6216099682706645 0.7833269096274833 1.0 0.0
0.5978339822872984 0.801619940883777 1.0 0.0
0.5735199860724567 0.8191915683009983 1.0 0.0
0.5486898605815878 0.8360259786005204 1.0 0.0
0.52336595125165 0.8521080219493627 1.0 0.0
0.4975710478917271 0.8674232255940169 1.0 0.0
0.47132836417373997 0.8819578068849475 1.0 0.0
0.44466151674170734 0.8956986856800474 1.0 0.0
0.4175945039583584 0.9086334961158832 1.0 0.0
0.3901516843082303 0.9207505977361357 1.0 0.0
0.3623577544766734 0.9320390859672264 1.0 0.0
0.33423772712450306 0.9424888019316974 1.0 0.0
0.3058169083782895 0.9520903415905158 1.0 0.0
0.2771208750565576 0.9608350642060727 1.0 0.0
0.24817545165237268 0.9687151001182653 1.0 0.0
0.21900668709304194 0.975723357826659 1.0 0.0
0.18964083129783446 0.9818535303723597 1.0 0.0
0.16010431155483104 0.9871001010138504 1.0 0.0
0.130423708738146 0.9914583481916864 1.0 0.0
0.10062573338693195 0.9949243497775808 0.9999999999999999 0.0
0.0707372016677029 0.9974949866040544 1.0 0.0
0.04078501124159081 0.999167945271476 1.0 0.0
0.010796117058267836 0.9999417202299663 1.0 0.0
-0.019202492901692427 0.9998156151342908 1.0 0.0
-0.049183821914170554 0.998789743470524 0.9999999999999999 0.0
-0.07912088880673342 0.9968650284539189 1.0 0.0
-0.1089867522398709 0.994043202198076 0.9999999999999999 0.0
-0.13875453495237755 0.990326804156158 1.0 0.0
-0.16839744794907724 0.9857191788355535 1.0 0.0
-0.1978888146091086 0.9802244727880456 1.0 0.0
-0.2272020946930869 0.9738476308781953 1.0 0.0
-0.2563109082275227 0.9665943918332975 0.9999999999999999 0.0
-0.2851890592450202 0.9584712830789144 1.0 0.0
-0.313810559358882 0.9494856148646306 1.0 0.0
-0.3421496511508982 0.9396454736853249 1.0 0.0
-0.3701808313512871 0.9289597150038692 1.0 0.0
-0.39787887378991554 0.91743795528181 1.0 0.0
-0.4252188520981522 0.905090563325201 0.9999999999999999 0.0
-0.45217616214091194 0.8919286509533796 0.9999999999999999 0.0
-0.4787265441587194 0.8779640629990784 1.0 0.0
-0.5048461045998571 0.8632093666488739 0.9999999999999999 0.0
-0.5305113376229448 0.8476778401335698 1.0 0.0
-0.5556991462506128 0.8313834607786831 1.0 0.0
-0.5803868631552215 0.8143408924257962 1.0 0.0
-0.6045522710579293 0.7965654722360868 1.0 0.0
-0.6281736227227391 0.7780731968879212 1.0 0.0
-0.6512296605275453 0.7588807081809223 1.0 0.0
-0.6736996355945606 0.7390052780594711 1.0 0.0
-0.6955633264629021 0.7184647930691263 1.0 0.0
-0.716801057286543 0.6972777382599378 1.0000000000000002 0.0
-0.7373937155412452 0.6754631805511513 1.0 0.0
-0.7573227692245434 0.6530407515722652 1.0 0.0
-0.776570283533293 0.6300306299958922 1.0 0.0
-0.7951189370037843 0.6064535233783147 1.0 0.0
-0.8129520370998897 0.5823306495240822 0.9999999999999999 0.0
-0.8300535352352221 0.557683717391417 0.9999999999999998 0.0
-0.8464080412157756 0.5325349075556212 1.0 0.0
-0.8620008370900633 0.5069068522480539 1.0 0.0
-0.8768178903942813 0.48082261498864864 1.0 0.0
-0.8908458667805764 0.45430566983030646 1.0 0.0
-0.9040721420170612 0.4273798802338298 1.0 0.0
-0.9164848133487692 0.40006947759241995 1.0 0.0
-0.9280727102093326 0.3723990394250557 1.0 0.0
-0.9388254042737362 0.34439346725839 0.9999999999999999 0.0
-0.9487332188431069 0.31607796421705425 1.0 0.0
-0.9577872375530903 0.28747801234254483 1.0000000000000002 0.0
-0.9659793123979747 0.25861934966111083 1.0 0.0
-0.9733020710633487 0.2295279470212642 1.0 0.0
-0.9797489235606842 0.20022998472177095 1.0 0.0
-0.9853140681578837 0.17075182895114577 1.0 0.0
